id-señal,timestamp-lectura,valor-lectura
precipitation,1335039437331,60
precipitation,1287651592785,57
precipitation,1266573214440,41
precipitation,1269724303107,69
precipitation,1399506317251,96
precipitation,1315393121704,54
precipitation,1392738845746,50
precipitation,1310014693761,83
temperature,1322636367642,36
precipitation,1432439250453,94
pressure,1300389144836,89
precipitation,1448524464468,52
temperature,1277842838399,7
temperature,1276425876797,22
precipitation,1355946460424,74
humidity,1393553963103,20
precipitation,1363076328961,16
precipitation,1412292211614,83
precipitation,1324500790785,42
temperature,1391583202525,33
temperature,1442638044297,13
precipitation,1354192651913,78
pressure,1349947825789,50
temperature,1331251647277,58
precipitation,1273668333478,84
pressure,1333472654881,59
pressure,1432016091554,98
pressure,1309640869390,97
humidity,1296281637571,86
precipitation,1458000026773,23
precipitation,1359193663347,26
precipitation,1364604632842,15
precipitation,1381992437326,13
temperature,1287717856088,52
pressure,1443722570240,99
precipitation,1286062975121,18
precipitation,1271669076686,12
temperature,1289753209653,93
pressure,1278537235485,47
precipitation,1419699450964,50
pressure,1426508799917,12
temperature,1349803909096,12
humidity,1369959907898,39
humidity,1361516043331,26
precipitation,1319796866574,60
temperature,1386986259907,7
precipitation,1462330215782,8
precipitation,1386876063789,84
precipitation,1277912603973,80
precipitation,1307924126028,88
precipitation,1351195168034,30
humidity,1326197276492,44
pressure,1352547189623,31
pressure,1434127989366,22
temperature,1374116536861,79
precipitation,1382865997795,73
precipitation,1429387475549,35
precipitation,1392128929944,4
temperature,1319560864525,46
precipitation,1378744340444,72
pressure,1299175614110,77
pressure,1428305634927,28
precipitation,1446655459363,88
precipitation,1408095507850,60
precipitation,1451631088946,66
pressure,1375733721223,8
precipitation,1302566513531,92
pressure,1311806544367,90
temperature,1322242448444,35
temperature,1334741327444,38
pressure,1323934717293,56
precipitation,1417182743297,9
precipitation,1367023441515,69
pressure,1308329441076,53
precipitation,1343375862433,73
pressure,1332071137731,83
pressure,1404893307188,13
temperature,1323365479461,90
precipitation,1291977753322,26
temperature,1455785851684,86
temperature,1353622106874,51
humidity,1446746581132,17
precipitation,1429755659059,63
precipitation,1461988257126,55
precipitation,1294770733038,25
pressure,1444149853042,19
pressure,1427041794176,51
humidity,1309719981217,83
pressure,1409672442981,18
precipitation,1326170452318,18
precipitation,1407690267203,63
pressure,1445408470844,11
temperature,1316241680046,3
pressure,1308013510093,41
humidity,1300712699439,64
pressure,1434408488433,64
humidity,1327581949813,28
precipitation,1321231242000,66
temperature,1346442808899,32
temperature,1286888536680,24
