id-señal,timestamp-lectura,valor-lectura
precipitation,1464010757851,13
humidity,1463991220358,26
precipitation,1464018754484,64
precipitation,1463994044493,67
precipitation,1463987375106,72
precipitation,1463985946033,49
precipitation,1464032921296,14
pressure,1463974446733,98
precipitation,1464038085069,68
precipitation,1463967031925,37
humidity,1464029371197,40
humidity,1463976015917,46
precipitation,1463992774207,98
temperature,1463967441017,92
precipitation,1463981037645,30
pressure,1463993762603,59
humidity,1463982040486,11
pressure,1463983768826,92
pressure,1463993634670,61
precipitation,1464027762677,72
precipitation,1464021558405,76
precipitation,1464034324449,8
pressure,1464007786376,29
pressure,1464029472031,64
temperature,1464013316468,32
humidity,1463985589655,27
precipitation,1464007250854,16
pressure,1463993369319,56
precipitation,1463994938228,35
precipitation,1463988450527,36
pressure,1463966944499,72
precipitation,1464013412951,7
precipitation,1464035460893,60
pressure,1463972828400,13
temperature,1463990173849,2
precipitation,1463956577371,88
humidity,1463993435812,27
precipitation,1463995854099,81
precipitation,1463962423578,59
precipitation,1463983477622,45
precipitation,1464000594047,54
precipitation,1463957575130,43
temperature,1463979604637,96
precipitation,1463999344692,30
temperature,1464004015722,21
pressure,1464001170510,81
pressure,1464024034890,46
precipitation,1464021864528,43
humidity,1464026603391,49
temperature,1463977373849,8
temperature,1463972122342,10
humidity,1463959968643,92
pressure,1463972284283,13
precipitation,1463955730645,40
precipitation,1463995113487,86
humidity,1463981690427,39
precipitation,1463991571393,14
temperature,1463969967627,24
precipitation,1463974718011,28
pressure,1464032457760,16
precipitation,1463998543678,33
precipitation,1464031763955,81
precipitation,1463996108956,89
pressure,1463961900414,64
temperature,1463985893838,34
precipitation,1464029262026,88
precipitation,1463977037850,82
precipitation,1464040303072,65
pressure,1463984018385,74
precipitation,1463962118494,40
temperature,1464017447416,97
precipitation,1463992052764,36
precipitation,1464024335975,27
temperature,1463955427882,48
temperature,1464017319808,63
humidity,1464039395871,81
temperature,1464013889343,71
temperature,1463955794950,72
precipitation,1463982953069,17
precipitation,1464003710398,74
precipitation,1463977072669,17
temperature,1463983187926,66
precipitation,1464005415372,17
precipitation,1463974295533,68
humidity,1464033799912,6
pressure,1464026606162,53
temperature,1464031330831,70
precipitation,1463962188795,100
pressure,1463993403393,26
precipitation,1463957107296,79
precipitation,1464010635710,4
precipitation,1464023482091,37
precipitation,1464021731377,4
precipitation,1463994124336,86
pressure,1464029140587,84
precipitation,1463987650504,27
humidity,1463967761692,33
pressure,1463977892725,33
humidity,1464000407701,40
precipitation,1464003003993,92
humidity,1464016205122,81
pressure,1464008185190,37
precipitation,1463997524520,95
precipitation,1464003673554,100
