id-señal,timestamp-lectura,valor-lectura
pressure,1335268972955,44
pressure,1292380414558,27
precipitation,1413212074629,68
pressure,1293580636718,99
precipitation,1420565300277,1
precipitation,1304739382991,92
humidity,1409665762016,53
precipitation,1458509111506,31
pressure,1344507840045,61
precipitation,1265420468245,91
temperature,1354533980230,62
pressure,1439823236571,32
precipitation,1385825880792,31
pressure,1441844630300,75
precipitation,1370780448383,1
pressure,1416815574612,58
precipitation,1428178747032,14
precipitation,1409725747999,20
precipitation,1274124262518,52
precipitation,1445770229620,65
temperature,1463455597026,84
temperature,1397469901405,15
precipitation,1327961902693,62
precipitation,1314953657476,48
humidity,1413808416903,38
precipitation,1446181024048,41
pressure,1390719711358,96
humidity,1281225020628,94
pressure,1335305361262,26
pressure,1268871371017,47
precipitation,1275412787915,25
precipitation,1440162545912,81
precipitation,1400144815757,64
temperature,1374340974790,78
precipitation,1385458739457,56
precipitation,1308983832938,17
precipitation,1374065537025,72
precipitation,1298057227057,23
pressure,1271570025605,95
precipitation,1457954130395,83
precipitation,1274147843679,79
temperature,1460595846588,70
precipitation,1408715453685,98
precipitation,1304489991276,34
pressure,1405223931953,46
precipitation,1414463333261,67
humidity,1333220200875,89
precipitation,1293818440764,23
temperature,1396588747464,27
precipitation,1436560683561,86
precipitation,1331226266687,20
pressure,1396514089975,60
pressure,1275912952073,44
precipitation,1346605577018,90
pressure,1371766625498,59
humidity,1379563059004,53
pressure,1449658617730,45
pressure,1327170775393,56
precipitation,1428552140574,24
precipitation,1404360339649,38
pressure,1418109813174,9
pressure,1410682894059,94
pressure,1311058860399,73
pressure,1463795080538,97
humidity,1372272381313,90
pressure,1267202235973,94
pressure,1361849251422,77
precipitation,1446636624255,71
precipitation,1414596510108,67
precipitation,1292161389694,31
humidity,1267903271679,3
pressure,1289097907384,40
precipitation,1361281542603,31
temperature,1431010429184,4
precipitation,1401895701550,55
pressure,1369530796296,85
precipitation,1421445174818,93
precipitation,1326086526657,82
precipitation,1383941954196,30
pressure,1275943236619,74
precipitation,1295460865842,46
temperature,1344384449693,4
humidity,1353697018937,29
precipitation,1358410024112,36
humidity,1314850426727,10
pressure,1321770805932,30
precipitation,1380629885705,37
pressure,1300632926195,48
pressure,1308120892378,72
pressure,1450430623870,68
precipitation,1275053014125,34
precipitation,1331497881257,88
precipitation,1280284619244,58
pressure,1270426898189,59
precipitation,1428291066923,28
pressure,1427423603528,59
humidity,1279549571904,65
precipitation,1286879527622,8
precipitation,1399394976607,34
pressure,1448551806780,3
humidity,1401429550943,51
precipitation,1264593508181,73
pressure,1313082105570,88
precipitation,1425420604020,11
precipitation,1311019024382,65
temperature,1444023830277,66
humidity,1456464928078,40
precipitation,1415834962689,71
pressure,1307899777008,23
precipitation,1361819350206,79
precipitation,1455916796814,42
pressure,1348236404774,23
pressure,1377115111926,39
humidity,1353436435989,72
pressure,1441820367079,24
precipitation,1416480536733,20
precipitation,1382091335653,43
pressure,1380832092695,19
precipitation,1335042457430,35
pressure,1315800122199,79
precipitation,1401172050085,92
pressure,1380226660647,78
precipitation,1351144853243,87
pressure,1435672056494,57
pressure,1452991383907,54
pressure,1436962536227,66
temperature,1365707184230,78
precipitation,1295473096887,87
pressure,1268477088394,89
pressure,1303268737812,21
pressure,1452041901192,47
temperature,1445612293150,84
precipitation,1300253732988,70
pressure,1374879457314,52
precipitation,1313472272925,29
precipitation,1432482536217,55
precipitation,1284823382777,73
precipitation,1351010535810,9
humidity,1389573276133,33
pressure,1371616853495,39
temperature,1342381387597,24
precipitation,1368732067345,100
pressure,1394570921013,31
precipitation,1311426205308,7
precipitation,1269449058575,4
pressure,1296670436679,44
pressure,1405444706486,74
pressure,1373940030071,10
pressure,1357230096109,37
pressure,1394779706598,72
humidity,1359846986776,7
precipitation,1406304621131,64
precipitation,1420938524033,25
pressure,1268929393786,28
temperature,1398525465471,47
temperature,1301252775759,10
precipitation,1451604594903,63
humidity,1417697626282,54
precipitation,1421956107487,31
humidity,1334842778305,6
precipitation,1402329761446,83
precipitation,1405592981433,16
precipitation,1408888806825,65
precipitation,1325772768723,100
temperature,1415284261355,68
precipitation,1331331931088,15
temperature,1388745701337,32
precipitation,1284895583371,16
humidity,1368152840533,33
pressure,1354320334058,77
pressure,1290790816180,83
temperature,1337535929847,27
precipitation,1334162655812,77
precipitation,1391040169322,5
pressure,1303413334468,97
temperature,1381876411779,75
pressure,1333888790326,90
precipitation,1380292664862,23
precipitation,1438376159097,87
precipitation,1306182726644,100
humidity,1301753445189,18
temperature,1385850677557,9
temperature,1334642941122,86
pressure,1343375251133,4
precipitation,1434802558838,47
precipitation,1275122700829,4
precipitation,1311394030584,94
pressure,1402311859500,51
precipitation,1357568574090,92
precipitation,1330466569470,70
humidity,1378326254686,37
precipitation,1360912537355,2
precipitation,1273752651063,35
temperature,1373614025463,67
precipitation,1451935945781,45
precipitation,1420739334878,24
precipitation,1305354619772,37
precipitation,1401274661723,35
pressure,1443802251676,4
precipitation,1407628312909,47
precipitation,1313021005452,46
pressure,1403303764907,94
precipitation,1292943125957,78
precipitation,1387657116591,90
precipitation,1301520145089,42
precipitation,1299887404534,28
pressure,1329747732740,85
pressure,1375316344451,20
temperature,1366810816961,8
precipitation,1457153153400,95
precipitation,1329931598392,35
precipitation,1290667153458,3
precipitation,1441250671318,11
precipitation,1301845437205,42
temperature,1377494416275,89
humidity,1448917185855,42
humidity,1395362801927,65
pressure,1343221370959,95
humidity,1398403308065,29
humidity,1455443063777,45
temperature,1453359787790,95
pressure,1271172590951,46
precipitation,1371159659830,33
humidity,1403595607440,12
precipitation,1306209550976,76
precipitation,1350012037523,10
precipitation,1266621768370,38
pressure,1396196692022,25
pressure,1399516817863,7
precipitation,1290885225396,23
precipitation,1313985561324,11
temperature,1438733775680,91
temperature,1404808319331,75
humidity,1295609570391,42
temperature,1301136332367,71
precipitation,1350847243079,60
pressure,1266264224426,100
pressure,1291679152742,8
humidity,1282257446987,48
humidity,1282173111271,68
precipitation,1335016514017,19
temperature,1367377967577,23
precipitation,1398990944011,28
precipitation,1316950427012,4
precipitation,1329979373158,95
pressure,1431121960722,84
pressure,1436028872358,83
pressure,1418017092322,13
pressure,1354601437140,46
humidity,1308746740789,43
humidity,1448170195405,99
precipitation,1265357865539,66
pressure,1311849027899,90
pressure,1375868937171,73
precipitation,1271735878241,41
humidity,1357325575241,32
humidity,1382530872895,5
humidity,1342153405958,84
pressure,1451824705448,26
temperature,1304533768492,39
temperature,1323449182123,82
pressure,1422351984244,92
precipitation,1337052636518,49
precipitation,1364032175051,75
humidity,1283177524558,54
temperature,1460265495790,63
precipitation,1328509545085,83
humidity,1430156438602,95
pressure,1269899502619,81
pressure,1418158812543,67
precipitation,1367028334861,43
pressure,1370950563613,81
pressure,1419936663462,78
pressure,1322832345158,29
pressure,1343490317265,95
precipitation,1360054791737,58
pressure,1401243809558,35
precipitation,1401129427874,5
humidity,1460853179355,32
precipitation,1290316441168,26
pressure,1428044755720,9
precipitation,1454580687573,64
humidity,1321730959971,9
precipitation,1314967820704,11
humidity,1405960337058,54
precipitation,1280762234618,26
temperature,1408650850124,97
pressure,1330631206330,74
precipitation,1370884709197,99
precipitation,1365611819294,6
pressure,1404309688824,39
precipitation,1307906147964,33
pressure,1277248977539,70
precipitation,1290250858222,39
precipitation,1318137222212,23
precipitation,1306454328945,27
precipitation,1315383838670,85
temperature,1295321368636,80
precipitation,1385379566468,22
precipitation,1452001412544,99
precipitation,1270241682222,40
precipitation,1361562596495,86
humidity,1330024729979,23
precipitation,1427449149477,27
temperature,1332726652420,99
precipitation,1293062485021,93
precipitation,1430655771139,14
precipitation,1454933742837,5
pressure,1314713037276,47
pressure,1448036538878,20
precipitation,1407189232158,62
temperature,1352448353068,54
precipitation,1421551177652,5
humidity,1362205844431,56
precipitation,1437031298018,64
pressure,1437442577546,59
precipitation,1376121819706,75
precipitation,1376146186973,92
pressure,1365782083104,45
humidity,1277711365946,72
precipitation,1286411415043,31
humidity,1287958346977,28
pressure,1346364366768,50
pressure,1297654610618,99
pressure,1297771451499,28
precipitation,1375978300981,71
precipitation,1312740455033,59
precipitation,1351877043582,27
precipitation,1359460637498,43
precipitation,1463216323462,93
precipitation,1391112700102,79
precipitation,1456311740460,25
precipitation,1430291183618,71
pressure,1372901079724,90
precipitation,1408604954562,62
pressure,1304236480825,53
temperature,1298110451182,75
precipitation,1411668354649,19
precipitation,1410550255515,34
precipitation,1442800560291,100
