id-señal,timestamp-lectura,valor-lectura
precipitation,1464132251554,81
precipitation,1464184857471,31
humidity,1464170332813,70
humidity,1464202383450,3
pressure,1464147869863,36
precipitation,1464193645121,86
humidity,1464156565913,9
precipitation,1464191121718,15
precipitation,1464181654284,60
pressure,1464136068408,34
humidity,1464132725858,49
precipitation,1464207363965,73
precipitation,1464168555587,31
precipitation,1464185436156,10
humidity,1464136643758,19
temperature,1464137773981,99
precipitation,1464129221120,22
precipitation,1464156004828,3
temperature,1464189706341,6
pressure,1464212070850,17
pressure,1464149270584,37
pressure,1464171282905,62
precipitation,1464210519738,74
precipitation,1464201243455,67
precipitation,1464196211071,99
pressure,1464133092564,88
precipitation,1464140065195,73
pressure,1464153191776,61
precipitation,1464134379278,79
pressure,1464185474818,92
pressure,1464206329318,12
humidity,1464212940157,47
humidity,1464183459025,92
precipitation,1464166466657,56
precipitation,1464129390841,59
pressure,1464139057955,17
pressure,1464179313845,29
temperature,1464168144487,16
precipitation,1464170785270,78
precipitation,1464182393047,87
pressure,1464127505053,34
precipitation,1464210746682,23
humidity,1464138844074,31
precipitation,1464133832979,77
humidity,1464133852996,43
precipitation,1464129883399,87
precipitation,1464143103320,91
precipitation,1464176428811,75
temperature,1464185046957,88
pressure,1464149156486,90
temperature,1464178207445,5
precipitation,1464163588035,29
pressure,1464139265967,92
pressure,1464171916613,68
pressure,1464131049312,58
precipitation,1464168040052,76
precipitation,1464202928836,58
pressure,1464209649331,50
pressure,1464140590605,26
precipitation,1464134611452,34
precipitation,1464180932498,68
precipitation,1464193215381,34
precipitation,1464133744779,48
pressure,1464160091445,67
precipitation,1464141141220,45
precipitation,1464173009134,96
temperature,1464137565957,48
pressure,1464209967768,27
precipitation,1464185026202,79
pressure,1464202937360,48
temperature,1464170811189,82
precipitation,1464194003926,36
precipitation,1464165917655,26
pressure,1464127682990,65
pressure,1464147286065,4
temperature,1464178413038,55
precipitation,1464141599340,27
pressure,1464181991441,24
precipitation,1464180749834,94
pressure,1464178603685,32
temperature,1464192613583,61
precipitation,1464153930530,94
precipitation,1464161331160,70
precipitation,1464191124068,95
temperature,1464205962871,1
precipitation,1464134529652,61
precipitation,1464186034962,41
precipitation,1464210345812,75
pressure,1464134513735,26
precipitation,1464165636389,92
precipitation,1464141417343,90
pressure,1464170314408,81
precipitation,1464185224343,20
precipitation,1464142175778,73
precipitation,1464150648481,20
precipitation,1464153188068,84
precipitation,1464185643498,2
precipitation,1464175349796,38
precipitation,1464144164678,6
precipitation,1464199241438,60
pressure,1464178290684,76
humidity,1464155453297,98
temperature,1464180408289,26
precipitation,1464204961853,34
pressure,1464153091446,5
precipitation,1464156341210,3
temperature,1464149660220,4
precipitation,1464187964603,82
pressure,1464173454750,8
precipitation,1464188519256,6
pressure,1464171727196,38
precipitation,1464133722997,27
precipitation,1464211378418,100
precipitation,1464185408956,86
precipitation,1464162399686,5
precipitation,1464183946425,59
precipitation,1464130975433,12
precipitation,1464183548197,50
precipitation,1464150451353,36
precipitation,1464172136810,40
pressure,1464135944057,33
humidity,1464133746621,3
precipitation,1464140152411,25
precipitation,1464201045982,97
precipitation,1464166484962,47
precipitation,1464158517350,82
precipitation,1464200300138,94
temperature,1464196383470,27
pressure,1464151999726,16
precipitation,1464202859702,99
pressure,1464181143323,17
pressure,1464131351593,72
precipitation,1464199450446,57
pressure,1464198116378,58
pressure,1464144128836,3
precipitation,1464195971292,75
pressure,1464171291467,90
precipitation,1464154310163,68
pressure,1464151603388,45
humidity,1464187977932,78
temperature,1464169285347,26
pressure,1464187006430,40
pressure,1464203586684,56
precipitation,1464173845498,34
temperature,1464148318547,17
humidity,1464207647466,18
precipitation,1464145711294,88
pressure,1464173554667,72
precipitation,1464171626798,16
pressure,1464191935749,70
pressure,1464139082358,14
temperature,1464207530520,80
pressure,1464179498200,60
precipitation,1464153324611,45
precipitation,1464134475055,27
pressure,1464139432177,55
pressure,1464147163659,58
precipitation,1464139136952,89
precipitation,1464127618456,74
temperature,1464201291393,34
precipitation,1464201695443,45
precipitation,1464198501200,14
temperature,1464188547972,88
pressure,1464205852559,83
precipitation,1464180693206,100
precipitation,1464177848827,47
temperature,1464208521293,49
precipitation,1464176896569,39
temperature,1464186445980,79
temperature,1464166579765,72
precipitation,1464133316606,49
precipitation,1464141854000,29
precipitation,1464129310350,55
pressure,1464175835176,59
precipitation,1464206654287,43
precipitation,1464129600868,96
temperature,1464137722127,63
precipitation,1464150219842,15
temperature,1464131260668,5
humidity,1464194834004,52
pressure,1464172098488,1
precipitation,1464153352751,25
precipitation,1464130856931,26
pressure,1464211924472,58
temperature,1464189619692,5
precipitation,1464154442739,73
pressure,1464149405143,98
humidity,1464207801513,33
pressure,1464154633422,15
precipitation,1464204911484,89
precipitation,1464170522722,82
precipitation,1464187691813,15
precipitation,1464185338951,72
pressure,1464162145621,14
humidity,1464187181371,66
humidity,1464156941859,63
precipitation,1464193264162,82
precipitation,1464155761972,25
precipitation,1464185754355,34
precipitation,1464151245703,22
pressure,1464162079960,10
precipitation,1464192353811,25
pressure,1464127629785,93
precipitation,1464200793618,19
temperature,1464178373553,72
precipitation,1464179867254,34
pressure,1464165628852,65
temperature,1464201897997,62
precipitation,1464202804768,64
pressure,1464143886999,52
precipitation,1464197248159,33
precipitation,1464176202355,35
humidity,1464204404609,2
pressure,1464152915500,32
temperature,1464210397557,79
precipitation,1464147965234,38
humidity,1464142619491,55
precipitation,1464147510591,76
precipitation,1464193579798,14
temperature,1464198740697,70
humidity,1464183824050,92
precipitation,1464150947735,51
pressure,1464179602226,27
pressure,1464130588599,84
precipitation,1464157456617,1
humidity,1464194396708,75
humidity,1464140338022,47
precipitation,1464172706893,6
humidity,1464162042175,48
precipitation,1464171968497,27
humidity,1464142979993,60
humidity,1464136326647,4
humidity,1464194906740,31
pressure,1464203885585,43
precipitation,1464140759276,84
temperature,1464153824150,13
pressure,1464161728430,95
pressure,1464209900495,39
temperature,1464131043555,26
precipitation,1464131691091,67
temperature,1464136201404,70
