id-señal,timestamp-lectura,valor-lectura
precipitation,1464213584183,78
temperature,1464200880403,93
pressure,1464147100904,39
precipitation,1464184887789,28
precipitation,1464193797906,25
humidity,1464127531971,88
pressure,1464144786377,57
humidity,1464167139501,63
precipitation,1464174877337,42
precipitation,1464188001023,44
humidity,1464130861507,83
precipitation,1464209209539,67
precipitation,1464151836670,40
precipitation,1464131849151,63
pressure,1464149725611,70
humidity,1464175084653,41
precipitation,1464187583518,18
precipitation,1464145496971,6
temperature,1464148343262,23
pressure,1464191211437,32
precipitation,1464130185572,40
precipitation,1464201130332,13
precipitation,1464202166825,69
precipitation,1464166224933,9
precipitation,1464175822016,53
pressure,1464195081992,82
precipitation,1464209917267,1
precipitation,1464165093932,87
precipitation,1464152638787,54
precipitation,1464141491016,41
humidity,1464211870694,10
precipitation,1464177837308,32
precipitation,1464167909131,63
precipitation,1464172348256,16
pressure,1464208811928,16
pressure,1464185256836,86
precipitation,1464200323992,21
temperature,1464128078425,42
humidity,1464143644460,71
humidity,1464145362345,23
precipitation,1464153145109,56
pressure,1464203797737,90
pressure,1464190529861,37
precipitation,1464207396443,86
precipitation,1464206952995,4
precipitation,1464142849323,94
temperature,1464165047126,100
humidity,1464200965155,85
pressure,1464180697900,54
precipitation,1464140157710,32
pressure,1464136663680,37
precipitation,1464139588490,25
pressure,1464131205691,83
precipitation,1464196913937,52
precipitation,1464187692147,39
pressure,1464185061770,59
precipitation,1464127587385,55
pressure,1464173870482,6
pressure,1464201800264,43
pressure,1464161331053,53
temperature,1464188062051,81
precipitation,1464170558239,39
precipitation,1464132327925,25
humidity,1464177719366,50
temperature,1464185398999,68
pressure,1464153938974,28
precipitation,1464168706649,12
humidity,1464191720490,64
humidity,1464178865091,93
precipitation,1464129690173,70
precipitation,1464187392960,54
precipitation,1464178257759,36
precipitation,1464149211222,75
precipitation,1464193916295,63
temperature,1464208866852,15
pressure,1464166128678,95
precipitation,1464180806758,94
pressure,1464143257618,34
precipitation,1464127767541,38
pressure,1464137760358,29
pressure,1464201318736,82
precipitation,1464195112727,55
precipitation,1464168615365,44
pressure,1464171894982,49
humidity,1464141882504,51
precipitation,1464127417827,13
humidity,1464187139407,10
precipitation,1464211973345,23
temperature,1464146876445,20
precipitation,1464175697524,29
temperature,1464199419018,100
pressure,1464133089601,76
precipitation,1464165281479,96
temperature,1464138702572,77
precipitation,1464163555329,81
pressure,1464194719658,61
precipitation,1464138539942,20
pressure,1464171960143,66
pressure,1464149520348,86
precipitation,1464157944096,100
precipitation,1464175931950,1
precipitation,1464159526291,4
pressure,1464178696810,42
humidity,1464212926135,10
temperature,1464200246824,58
precipitation,1464145130135,67
precipitation,1464173858310,88
pressure,1464179529665,9
precipitation,1464198089730,21
precipitation,1464140860883,68
humidity,1464203434352,48
precipitation,1464133848538,28
pressure,1464157557691,22
precipitation,1464132033960,60
pressure,1464194190760,85
pressure,1464150318363,18
humidity,1464158158961,19
precipitation,1464196794337,69
humidity,1464142167791,12
precipitation,1464187757372,62
precipitation,1464147547481,78
pressure,1464213296583,28
precipitation,1464154997560,54
pressure,1464212043624,28
precipitation,1464195867989,31
precipitation,1464156802546,32
precipitation,1464176122918,51
precipitation,1464163448028,43
pressure,1464155019154,62
precipitation,1464201678776,77
precipitation,1464166128505,14
precipitation,1464142078756,50
pressure,1464177716699,23
precipitation,1464184854629,14
precipitation,1464178454581,45
precipitation,1464173312583,76
precipitation,1464134811094,25
humidity,1464208156230,77
precipitation,1464198578162,59
precipitation,1464205544006,56
precipitation,1464146856910,30
pressure,1464140726852,24
temperature,1464181829398,66
precipitation,1464212070279,60
precipitation,1464190173654,19
