id-señal,timestamp-lectura,valor-lectura
temperature,1351155413199,24
humidity,1358979099529,37
pressure,1302771820574,56
temperature,1354236456237,42
humidity,1457502307409,60
precipitation,1458619004535,27
precipitation,1275420633788,98
precipitation,1453328272931,65
precipitation,1324598606419,37
temperature,1340786717181,88
precipitation,1293932327213,72
precipitation,1391376233228,51
precipitation,1452052381170,73
humidity,1316932399689,93
pressure,1362981172705,39
precipitation,1313347913693,48
precipitation,1308796014234,17
pressure,1377680590397,93
precipitation,1432322344283,27
precipitation,1396099211410,10
precipitation,1293513349737,13
precipitation,1376281476200,66
temperature,1443629985165,81
humidity,1384346771590,89
precipitation,1373747677610,43
precipitation,1449095507500,47
precipitation,1378411272164,78
pressure,1425867007617,90
pressure,1308614587046,73
pressure,1421480543406,44
precipitation,1378348028626,21
precipitation,1296585329580,14
pressure,1322962629699,82
temperature,1461512769057,99
humidity,1459820500045,45
temperature,1357640727976,61
precipitation,1421625807827,43
temperature,1453922002501,22
precipitation,1295862297826,76
precipitation,1304583603925,39
precipitation,1276398827353,78
precipitation,1272560359716,3
precipitation,1270397480308,25
precipitation,1424828373616,37
pressure,1426639672006,75
precipitation,1287145753265,28
humidity,1390859978612,63
humidity,1399812367531,50
precipitation,1405939104801,68
pressure,1423547598365,99
humidity,1463743878336,91
precipitation,1438866002783,27
precipitation,1420655490447,27
precipitation,1399589173847,9
humidity,1317589191080,65
precipitation,1316098762534,74
precipitation,1422438357644,83
pressure,1291207314245,33
precipitation,1421503676991,95
precipitation,1431987825165,82
pressure,1401121465586,82
precipitation,1420524453232,73
pressure,1446695139356,44
temperature,1280770675513,30
precipitation,1441481436073,95
temperature,1390694609713,85
precipitation,1380683190733,21
precipitation,1449917321943,15
precipitation,1375523103545,25
pressure,1398644104613,19
precipitation,1295214105093,50
pressure,1296729357727,35
pressure,1462118835076,95
humidity,1413041209918,3
humidity,1434372012872,15
humidity,1375969876000,53
humidity,1460024605660,95
pressure,1462632683795,76
pressure,1345995898081,62
humidity,1415654664396,54
pressure,1268340545342,55
precipitation,1405434248358,44
precipitation,1413507001154,67
precipitation,1284575732257,94
precipitation,1319044453173,85
precipitation,1293740724660,92
temperature,1348439343215,45
pressure,1458112157676,28
pressure,1293518598708,46
precipitation,1403559955442,32
humidity,1450188958149,62
pressure,1337400290445,30
precipitation,1265291846472,6
precipitation,1449486482447,64
pressure,1422228058296,38
precipitation,1462960486908,28
pressure,1359754604167,33
temperature,1393102149551,44
precipitation,1361550053234,58
temperature,1371841209487,61
precipitation,1264745600516,3
pressure,1412755345947,29
precipitation,1314193310265,64
humidity,1362689960750,35
pressure,1441058919251,53
temperature,1422171160081,45
temperature,1440995805566,42
precipitation,1409852624886,19
precipitation,1283620873592,35
precipitation,1427019703071,54
pressure,1283515701638,91
humidity,1268591742052,61
temperature,1325258251265,56
precipitation,1371762282812,67
precipitation,1433189124669,87
pressure,1352451133708,9
precipitation,1282746717104,93
pressure,1300017607958,44
precipitation,1441263424610,95
precipitation,1383269682686,75
pressure,1288486841324,88
precipitation,1342056947945,51
precipitation,1323799730167,26
pressure,1413337894923,10
pressure,1300582681541,73
precipitation,1310341565494,35
precipitation,1341864936138,25
precipitation,1396445352264,74
pressure,1459596495715,80
humidity,1350947576506,22
precipitation,1420635212933,37
pressure,1274687264460,61
precipitation,1296306482488,3
temperature,1297919639135,70
pressure,1385972579335,68
pressure,1378528213113,22
precipitation,1321713117110,69
pressure,1270839889494,96
precipitation,1418395214231,72
pressure,1315139176801,30
precipitation,1409276312639,30
