id-señal,timestamp-lectura,valor-lectura
precipitation,1464149128062,87
temperature,1464139494140,50
pressure,1464155402197,16
pressure,1464140950165,33
precipitation,1464162522033,16
pressure,1464148408081,3
humidity,1464131202371,84
precipitation,1464192389304,8
precipitation,1464160058028,53
precipitation,1464175140877,67
precipitation,1464175649358,83
humidity,1464165089324,77
precipitation,1464179343839,11
precipitation,1464187363351,28
pressure,1464207743674,77
pressure,1464209741744,52
humidity,1464142391188,63
precipitation,1464158905399,48
precipitation,1464172527320,70
pressure,1464174408080,74
temperature,1464141551290,87
precipitation,1464204725217,84
precipitation,1464213531127,36
precipitation,1464191815004,41
precipitation,1464213476502,16
precipitation,1464148469375,36
humidity,1464203306435,53
precipitation,1464144650016,39
pressure,1464182691318,32
pressure,1464161524605,99
pressure,1464176398194,62
humidity,1464203954722,80
pressure,1464160845419,41
precipitation,1464199787595,64
humidity,1464153845442,29
precipitation,1464187207681,94
precipitation,1464154436984,42
temperature,1464186815898,56
pressure,1464152398556,63
precipitation,1464150974890,45
pressure,1464160989029,48
humidity,1464174552438,41
pressure,1464145274993,17
precipitation,1464128015037,31
pressure,1464142657517,56
precipitation,1464144912677,27
humidity,1464211721026,62
precipitation,1464209897763,41
temperature,1464152636136,35
precipitation,1464212111292,16
precipitation,1464160806601,61
temperature,1464147958876,52
pressure,1464136254789,19
humidity,1464153772797,93
precipitation,1464173869125,75
pressure,1464135367243,45
precipitation,1464147845644,61
precipitation,1464203912583,9
precipitation,1464181601239,94
precipitation,1464135516007,77
humidity,1464195099207,93
humidity,1464172709258,43
pressure,1464129744641,16
precipitation,1464177582827,41
precipitation,1464190887772,17
pressure,1464145216587,83
precipitation,1464204827486,6
precipitation,1464151921353,73
humidity,1464201986752,30
precipitation,1464169956543,58
precipitation,1464151939915,45
humidity,1464155060168,38
precipitation,1464133886197,17
precipitation,1464133688720,37
pressure,1464207308457,26
precipitation,1464151598711,77
precipitation,1464154521442,80
pressure,1464129253143,87
precipitation,1464207667633,97
pressure,1464135555354,51
precipitation,1464191483525,90
precipitation,1464156323847,61
precipitation,1464144606332,2
temperature,1464134642182,45
precipitation,1464182316629,10
temperature,1464131013244,92
temperature,1464172907076,79
pressure,1464154438056,46
precipitation,1464135537136,60
precipitation,1464184336757,68
humidity,1464185847613,58
pressure,1464160746248,23
precipitation,1464179422280,6
precipitation,1464135706220,91
humidity,1464200189734,20
precipitation,1464185697002,94
precipitation,1464187004268,60
pressure,1464208734556,36
precipitation,1464209705291,78
precipitation,1464146189813,24
precipitation,1464129802738,64
precipitation,1464189273558,65
temperature,1464154787141,56
precipitation,1464210327710,64
precipitation,1464159159318,37
precipitation,1464156523471,44
precipitation,1464175081483,44
precipitation,1464172581014,92
precipitation,1464178246545,37
precipitation,1464190728632,14
pressure,1464197284984,70
humidity,1464147119505,100
precipitation,1464149741692,71
pressure,1464164984596,35
temperature,1464160960032,90
pressure,1464167370461,36
precipitation,1464143201379,49
pressure,1464170061800,16
precipitation,1464192497888,95
humidity,1464202786321,13
precipitation,1464194475276,88
pressure,1464205102133,20
pressure,1464172535809,74
precipitation,1464170779950,27
humidity,1464204585095,45
pressure,1464144879621,32
precipitation,1464174007491,21
temperature,1464205565060,48
precipitation,1464159023974,80
humidity,1464198349716,81
precipitation,1464182485396,80
precipitation,1464183693667,68
precipitation,1464139730400,72
temperature,1464136460280,61
pressure,1464184775127,13
temperature,1464149467670,17
pressure,1464184975917,5
precipitation,1464157331847,33
temperature,1464166014055,34
precipitation,1464167477384,97
temperature,1464159206662,3
precipitation,1464168797171,65
precipitation,1464128312826,34
precipitation,1464131806943,68
precipitation,1464200193093,33
temperature,1464127520333,33
pressure,1464159587843,81
precipitation,1464147645375,53
precipitation,1464191598546,62
precipitation,1464172738349,9
pressure,1464167250592,36
pressure,1464198564219,83
pressure,1464176630320,81
temperature,1464206068880,45
pressure,1464213114385,68
pressure,1464169998817,91
temperature,1464133427307,23
temperature,1464153490762,58
temperature,1464160254998,15
precipitation,1464145850845,24
precipitation,1464166116226,85
humidity,1464161705777,24
pressure,1464158867466,3
humidity,1464206457114,60
pressure,1464178065924,79
precipitation,1464190793621,23
precipitation,1464144396747,99
precipitation,1464211684442,60
precipitation,1464211206040,89
precipitation,1464200320966,49
precipitation,1464179402619,41
pressure,1464169032246,38
pressure,1464156758265,49
pressure,1464196116900,29
humidity,1464193182896,23
pressure,1464172819139,2
pressure,1464196877147,11
precipitation,1464196028622,80
precipitation,1464128927714,14
precipitation,1464147270602,75
temperature,1464171260194,4
precipitation,1464139620948,37
humidity,1464211207721,25
precipitation,1464132043685,19
precipitation,1464188352446,46
pressure,1464152217866,75
precipitation,1464210002325,59
precipitation,1464131258352,95
pressure,1464187925044,9
precipitation,1464128701398,71
temperature,1464179705630,94
precipitation,1464148528977,17
precipitation,1464129041253,36
pressure,1464134526849,11
precipitation,1464186628830,30
precipitation,1464170002908,21
temperature,1464213365953,26
precipitation,1464149460490,3
pressure,1464168896317,70
