id-señal,timestamp-lectura,valor-lectura
precipitation,1464195261009,25
temperature,1464164082619,37
pressure,1464148101512,11
temperature,1464147877204,38
precipitation,1464163428304,1
humidity,1464149327646,49
pressure,1464167367036,89
precipitation,1464143609603,59
precipitation,1464170779918,89
precipitation,1464141635870,69
pressure,1464210788416,74
precipitation,1464174142905,69
pressure,1464176438651,63
temperature,1464153209004,73
pressure,1464172709447,42
precipitation,1464191452444,9
humidity,1464208041057,32
humidity,1464197588129,27
precipitation,1464207509927,27
precipitation,1464141595498,7
precipitation,1464210741063,62
temperature,1464209045649,47
pressure,1464192789288,10
pressure,1464166467840,63
pressure,1464149681220,87
humidity,1464130699376,90
precipitation,1464156649322,86
humidity,1464155078365,45
precipitation,1464176225744,12
precipitation,1464130013282,20
pressure,1464165167796,44
precipitation,1464197538019,98
temperature,1464207365541,39
precipitation,1464154411177,60
precipitation,1464186592797,99
precipitation,1464132604117,47
precipitation,1464173102790,8
temperature,1464148720003,37
precipitation,1464156738858,6
precipitation,1464138157181,61
precipitation,1464149047757,25
pressure,1464199483115,3
humidity,1464156697435,7
humidity,1464207132814,79
temperature,1464183314487,100
pressure,1464165935704,63
precipitation,1464211828582,67
pressure,1464198452165,83
precipitation,1464209231984,100
precipitation,1464171375366,100
precipitation,1464153342453,39
temperature,1464136561046,14
precipitation,1464190164124,6
precipitation,1464187881115,17
precipitation,1464155882033,36
precipitation,1464186899023,50
precipitation,1464166806245,81
precipitation,1464196060578,15
precipitation,1464157221732,47
precipitation,1464162572405,80
precipitation,1464174954223,62
precipitation,1464199498884,20
precipitation,1464194274312,92
pressure,1464182528852,83
precipitation,1464136793764,54
pressure,1464151822621,33
pressure,1464145702202,51
temperature,1464174407428,20
precipitation,1464162363242,44
temperature,1464166139575,63
humidity,1464207740134,51
precipitation,1464177010681,64
precipitation,1464127762526,32
precipitation,1464156919676,78
pressure,1464140440085,3
temperature,1464130549615,15
pressure,1464149355562,18
humidity,1464129658446,96
pressure,1464189403323,21
pressure,1464176982611,83
precipitation,1464149925861,14
temperature,1464135043585,49
humidity,1464146653937,54
temperature,1464208820404,97
precipitation,1464204252549,90
