id-señal,timestamp-lectura,valor-lectura
precipitation,1345037217218,52
precipitation,1416923913647,57
pressure,1305148201478,9
humidity,1320845997603,62
pressure,1317729533770,5
pressure,1382968865079,52
precipitation,1334460888482,72
pressure,1404081314783,5
precipitation,1281262025766,20
pressure,1272043223201,58
precipitation,1329343848082,40
pressure,1403815548850,57
precipitation,1362085927637,49
precipitation,1349925388787,18
pressure,1372191447471,50
humidity,1405925548266,23
pressure,1440926570986,90
precipitation,1337755221393,12
temperature,1463748217539,81
temperature,1463672406486,24
temperature,1460078286468,95
precipitation,1436300455957,41
humidity,1295003269653,56
pressure,1337430758516,77
precipitation,1345356821396,87
precipitation,1358492877183,9
precipitation,1433433802769,9
precipitation,1293387670929,23
precipitation,1432523816003,9
temperature,1355815249476,36
pressure,1435574089497,2
precipitation,1446080216634,83
pressure,1379375899329,58
pressure,1456940151506,1
pressure,1381519099494,8
humidity,1427903607004,74
precipitation,1425673865938,31
precipitation,1450715277731,75
precipitation,1306658401862,5
pressure,1346513127729,20
temperature,1436188096781,66
precipitation,1343615831755,51
precipitation,1378958939222,36
precipitation,1373564711915,86
precipitation,1360780772386,69
temperature,1410850499631,19
precipitation,1389390377540,29
precipitation,1268926500614,64
pressure,1454153784850,4
precipitation,1440130997541,74
precipitation,1264809567403,51
pressure,1416322568770,42
temperature,1405561723499,92
pressure,1334594881999,9
humidity,1325249027652,10
precipitation,1382987841703,46
pressure,1416706640556,59
precipitation,1306222173280,72
humidity,1279920213536,87
precipitation,1348424592391,47
pressure,1341043915524,91
temperature,1278054443016,44
precipitation,1438921502389,97
pressure,1299661956131,81
temperature,1296098651945,85
precipitation,1300231542247,77
temperature,1277173432193,85
precipitation,1429760378152,50
precipitation,1304342665403,54
pressure,1276453178547,19
precipitation,1341685321532,75
temperature,1450575975686,35
humidity,1348525296563,36
precipitation,1424877355528,31
humidity,1350892128449,7
pressure,1393228966404,87
precipitation,1383864045367,97
temperature,1300223131777,14
humidity,1405454724102,92
precipitation,1425081338091,89
precipitation,1371141732320,14
pressure,1292239472884,12
temperature,1447363467829,84
precipitation,1308877680734,33
precipitation,1416503460160,59
precipitation,1427328194120,82
precipitation,1458247330995,66
