id-señal,timestamp-lectura,valor-lectura
pressure,1278671420117,75
precipitation,1272099948661,16
precipitation,1268459679080,96
pressure,1343079899435,16
temperature,1379238744899,97
precipitation,1411688294538,90
temperature,1411539052454,70
pressure,1339021036741,35
temperature,1365014169939,73
precipitation,1360116110332,98
precipitation,1268483933377,70
precipitation,1410628837379,48
pressure,1345360558113,93
precipitation,1309243839058,50
precipitation,1450024505673,40
humidity,1384487759965,30
precipitation,1302228338607,52
humidity,1403674173546,2
humidity,1351641853296,36
precipitation,1299552819608,72
precipitation,1346485153763,11
precipitation,1385826483900,97
pressure,1269332341792,42
humidity,1443140523063,37
precipitation,1376740691686,22
humidity,1343049731914,36
pressure,1404653989089,1
precipitation,1371528653613,24
temperature,1398455175434,91
pressure,1398283204472,65
precipitation,1312490221457,1
temperature,1307162380208,28
temperature,1371413829935,34
precipitation,1382189657024,88
pressure,1338097864551,38
humidity,1413267100437,46
humidity,1299420517790,23
pressure,1460135111919,21
precipitation,1445569261512,85
precipitation,1449704460968,77
humidity,1417455659481,92
pressure,1435530830394,23
precipitation,1402033678561,78
precipitation,1463527215435,36
precipitation,1423647034914,38
pressure,1305979149608,85
pressure,1390367924828,25
humidity,1414274800026,84
precipitation,1369113077452,68
pressure,1296712409581,25
humidity,1346404614655,52
temperature,1454987051906,27
precipitation,1300579621886,97
precipitation,1282173163101,7
precipitation,1357554651417,67
precipitation,1318157411618,55
pressure,1443898981275,14
temperature,1349680605042,48
pressure,1294785539244,67
precipitation,1325273688680,71
pressure,1463035563167,26
humidity,1405585573820,29
precipitation,1346667527700,1
precipitation,1457460094080,38
precipitation,1421102503397,95
humidity,1312292692726,58
pressure,1443212032422,31
precipitation,1458899168900,12
pressure,1391021374575,77
precipitation,1275235530154,73
humidity,1460152630138,92
precipitation,1385360733014,9
humidity,1424943676046,96
humidity,1405690199078,73
precipitation,1407595080220,40
precipitation,1289567041416,64
pressure,1392555937709,52
pressure,1441133824727,51
precipitation,1396252746609,50
precipitation,1375799890886,70
pressure,1426860263404,99
precipitation,1399352409359,26
pressure,1305750339276,62
precipitation,1339412066667,84
humidity,1372424763037,35
temperature,1323242944344,28
precipitation,1441658203036,91
precipitation,1270817994688,94
pressure,1418251271558,29
precipitation,1416981405509,7
humidity,1358232250501,11
humidity,1400052460701,40
humidity,1429653455461,62
precipitation,1430859825850,6
precipitation,1345889511238,88
precipitation,1446239966658,28
precipitation,1344939430902,91
pressure,1387453812020,84
humidity,1380060196340,88
precipitation,1428108933414,6
temperature,1349754813826,61
precipitation,1392085376039,59
pressure,1361840685641,80
pressure,1267167018247,16
humidity,1336494544171,94
pressure,1313254772084,100
precipitation,1380564788316,27
precipitation,1419654150899,14
humidity,1418834973582,52
precipitation,1324638059121,54
humidity,1303411820649,12
humidity,1341657579294,56
pressure,1314540052788,29
humidity,1302324707037,12
humidity,1369266086101,83
precipitation,1320983828825,92
pressure,1265028130433,35
precipitation,1434017315080,88
pressure,1382035628235,48
precipitation,1417344837599,19
pressure,1297711061696,57
precipitation,1359068839897,99
precipitation,1357345302192,51
temperature,1428053052561,36
pressure,1372069949974,11
temperature,1319597831090,40
precipitation,1366224540249,20
precipitation,1459904963708,41
precipitation,1444591475976,38
temperature,1325834992477,37
precipitation,1352101791086,20
precipitation,1358300154397,96
precipitation,1282216380408,40
precipitation,1335041615831,74
precipitation,1293299165125,13
pressure,1284437019770,24
pressure,1345038471000,22
precipitation,1364015709962,16
humidity,1287095236876,9
precipitation,1430468430633,18
precipitation,1265275916963,89
pressure,1350726676350,44
precipitation,1397561136256,13
precipitation,1310807650928,95
precipitation,1337660080397,98
temperature,1350215267653,60
precipitation,1457544090942,21
temperature,1301629689831,65
humidity,1306339671849,27
precipitation,1422565183457,17
precipitation,1420783549713,97
precipitation,1325606639464,71
humidity,1429750210284,51
temperature,1443043937194,60
pressure,1339770867872,69
precipitation,1348894604516,6
pressure,1441240611216,25
precipitation,1328355800045,58
precipitation,1371272856727,67
precipitation,1408742449097,13
precipitation,1306597292150,10
humidity,1387928179592,93
pressure,1327728977870,41
humidity,1307478336432,68
precipitation,1352693889198,37
precipitation,1329943123478,73
precipitation,1429226458902,73
pressure,1349267845937,88
precipitation,1308938051606,85
pressure,1397226328777,39
precipitation,1284078724662,65
precipitation,1363757364676,76
temperature,1424008403464,52
humidity,1389112884433,62
precipitation,1394075277540,59
precipitation,1456535335035,90
temperature,1332083983362,88
precipitation,1388895186608,5
precipitation,1400250159537,52
temperature,1270388432045,90
precipitation,1429332710961,57
humidity,1445769264032,68
temperature,1296767356173,68
temperature,1293724434451,12
pressure,1317885843539,77
pressure,1301077373393,87
precipitation,1350766003456,52
precipitation,1393607313548,19
precipitation,1405958194253,33
pressure,1280937713271,24
precipitation,1282056627127,35
precipitation,1386800026674,37
pressure,1414581036935,52
pressure,1322051471536,87
precipitation,1422422512156,9
precipitation,1435337618928,12
temperature,1385370926302,33
humidity,1390017977717,77
pressure,1420788012933,92
pressure,1283149083565,67
precipitation,1326882410814,8
humidity,1412915928664,34
humidity,1431769352930,92
temperature,1267391175664,78
precipitation,1359328182819,12
temperature,1411048816975,9
precipitation,1353720029468,66
temperature,1373529500787,45
precipitation,1342489192432,85
temperature,1304691186198,47
precipitation,1309449992179,12
precipitation,1424624720798,20
pressure,1351077348931,70
precipitation,1406671435201,96
humidity,1444902709697,86
precipitation,1309454116336,28
humidity,1327958137076,89
precipitation,1340714794326,89
precipitation,1368567532842,89
precipitation,1344595589326,81
temperature,1414223466001,19
temperature,1407542477980,55
pressure,1396000612792,89
precipitation,1274457827050,30
precipitation,1409141829290,67
pressure,1353654688592,47
precipitation,1352357987522,80
precipitation,1303937969353,41
pressure,1320162302700,26
pressure,1280668837682,44
pressure,1264903405235,7
humidity,1447874290824,90
humidity,1303691548120,99
humidity,1338575129132,10
precipitation,1335386780933,44
temperature,1443894457104,29
temperature,1460847164803,41
humidity,1394279603226,44
pressure,1447410560763,73
precipitation,1361117422963,58
pressure,1332629824478,20
humidity,1432491115295,30
pressure,1265233218258,46
pressure,1452710618756,70
temperature,1404447777223,37
humidity,1384971331821,77
pressure,1452679245337,36
pressure,1390428262099,62
precipitation,1440220321085,86
pressure,1435397491640,37
precipitation,1288187171829,71
pressure,1424708900261,86
humidity,1345889785854,8
precipitation,1439083268492,10
temperature,1349521444426,26
temperature,1399711593411,56
precipitation,1362166405555,63
precipitation,1424237263865,86
temperature,1285859603029,35
precipitation,1389453946297,63
pressure,1415171050911,49
precipitation,1327189726185,13
precipitation,1399719226539,49
pressure,1406384812389,58
precipitation,1333897574702,56
pressure,1287305179620,16
humidity,1460751076074,17
humidity,1394164627156,97
pressure,1393318657448,52
precipitation,1332584829762,99
pressure,1393518168701,86
pressure,1312847176140,31
precipitation,1274394423233,58
pressure,1352955411383,15
precipitation,1398999375209,34
precipitation,1448270116543,70
temperature,1427836708839,7
precipitation,1402986309730,56
precipitation,1266165831046,51
pressure,1284649840451,47
temperature,1429324853851,33
temperature,1353081848479,44
precipitation,1344105902164,100
temperature,1326957673369,93
precipitation,1287026842083,74
temperature,1461844433989,95
precipitation,1428441019878,34
temperature,1453189077998,6
pressure,1284626294476,29
precipitation,1437437195743,85
temperature,1399640314852,40
precipitation,1302905566399,84
humidity,1426859095443,3
pressure,1383844981793,80
humidity,1438333554059,32
temperature,1360349754734,67
precipitation,1315721731418,72
precipitation,1441342706124,76
precipitation,1416200066420,54
precipitation,1397165116288,85
pressure,1365310702622,3
precipitation,1317506268898,100
precipitation,1407708821462,65
precipitation,1425676505988,58
pressure,1332118808109,2
pressure,1408329234816,51
precipitation,1349279303861,20
precipitation,1404807892164,97
pressure,1377438328422,62
pressure,1310102513401,30
temperature,1298651902748,80
humidity,1319387399988,22
precipitation,1408457526579,63
humidity,1340751369015,43
precipitation,1290287954923,61
precipitation,1369473244170,89
precipitation,1301761215081,49
precipitation,1315592119842,61
precipitation,1341511493397,50
pressure,1336116700650,24
precipitation,1291599582485,49
precipitation,1357517562644,45
precipitation,1407697086805,74
temperature,1441696604978,56
precipitation,1353258230834,76
precipitation,1334989538464,7
humidity,1336072852760,57
temperature,1264255222749,55
temperature,1408403509652,8
precipitation,1443530529848,62
precipitation,1298391465202,12
precipitation,1274470592444,88
pressure,1404930395531,8
humidity,1386302181311,100
precipitation,1371218029934,42
precipitation,1279922903774,4
precipitation,1402262339183,33
precipitation,1351025015611,50
pressure,1350598760368,9
precipitation,1368370519180,57
precipitation,1339299343648,68
precipitation,1419273639343,99
pressure,1398829508588,73
pressure,1437626611769,30
precipitation,1417897468799,67
precipitation,1340595341183,14
temperature,1422680283299,17
precipitation,1425390728370,35
precipitation,1413384146552,28
humidity,1446842471961,72
precipitation,1332779136529,25
precipitation,1413569907791,65
humidity,1333822763252,4
humidity,1339648133922,93
precipitation,1307994671805,91
humidity,1435373812907,70
pressure,1349723992908,9
pressure,1302661067086,3
precipitation,1343425512463,95
pressure,1335174140069,83
pressure,1299594554899,24
precipitation,1292263328321,58
humidity,1417688251935,76
precipitation,1439843264909,52
temperature,1426599039067,24
pressure,1399022766597,49
pressure,1360252816768,91
pressure,1340685353890,52
precipitation,1323528769322,58
precipitation,1379158952613,63
pressure,1323254434939,38
precipitation,1411076577979,84
precipitation,1452809241653,84
humidity,1314997279736,47
pressure,1284075759224,66
temperature,1414080579946,98
pressure,1278608136689,23
precipitation,1428881102201,92
temperature,1384886996979,30
precipitation,1335164129582,13
humidity,1433602716227,50
pressure,1380614712113,24
pressure,1457932690680,28
pressure,1339488862069,44
precipitation,1308649057806,90
pressure,1306892711524,66
precipitation,1436489797889,23
precipitation,1431058725505,70
precipitation,1371029873000,66
precipitation,1353645904417,7
pressure,1439301966876,16
temperature,1351319456317,7
precipitation,1359910342345,42
pressure,1455826720938,28
pressure,1441859700719,41
precipitation,1307800347175,24
pressure,1321600350201,44
humidity,1396756929866,64
temperature,1278388543646,24
pressure,1455487325299,74
pressure,1318719463119,40
precipitation,1359279658241,32
pressure,1426326756303,46
temperature,1433161971275,20
temperature,1342906478317,72
precipitation,1443091071136,25
temperature,1341347267749,3
precipitation,1322684851516,67
pressure,1331605122697,63
precipitation,1278305656369,17
pressure,1284393609307,10
precipitation,1407918750714,15
precipitation,1439474014382,4
precipitation,1342023772465,67
precipitation,1291302989504,68
temperature,1264553946761,26
precipitation,1430946657186,54
temperature,1431876676295,100
precipitation,1437584702711,22
pressure,1350132749173,85
pressure,1383863502365,21
precipitation,1361688553152,31
precipitation,1425906879014,38
humidity,1428360912308,29
temperature,1308211212613,70
precipitation,1319781268380,32
humidity,1276597328182,96
pressure,1315893835399,47
precipitation,1394184085025,67
precipitation,1375872324353,53
precipitation,1414350134397,19
precipitation,1367619371373,58
humidity,1393003147258,33
pressure,1460467044797,67
pressure,1352062053564,79
temperature,1308443276202,78
temperature,1435022716214,10
pressure,1343126704616,53
precipitation,1299101679363,88
precipitation,1314097833711,32
pressure,1265070236590,87
pressure,1267380730254,91
pressure,1399005028574,54
pressure,1320655581898,37
precipitation,1361868075038,33
temperature,1437187019273,84
temperature,1405253385964,73
precipitation,1442464382919,7
pressure,1381484623709,11
precipitation,1434649433364,54
precipitation,1316634873544,58
humidity,1303174661468,41
temperature,1365762350058,28
pressure,1324582530593,62
pressure,1396421053756,90
precipitation,1345549572396,80
pressure,1417962421244,95
precipitation,1319628176044,13
pressure,1312832173036,36
precipitation,1330450972864,92
pressure,1441586292925,81
precipitation,1458164880016,96
pressure,1333478562607,39
precipitation,1381447333967,38
pressure,1302201693389,63
humidity,1339383391705,3
precipitation,1459189564884,89
humidity,1291179473368,53
precipitation,1276290379137,40
temperature,1378053029918,55
precipitation,1270993827910,54
pressure,1278114837602,60
precipitation,1386346345900,8
humidity,1404599676250,71
pressure,1302176472562,74
precipitation,1402698142941,32
humidity,1356645649875,59
temperature,1351691498780,71
precipitation,1447671227888,16
precipitation,1361028661753,97
temperature,1267689149222,3
precipitation,1270568928986,16
precipitation,1436444800738,8
pressure,1371556694235,75
pressure,1396677667689,36
precipitation,1363745476798,70
precipitation,1316701637644,99
pressure,1322608804096,46
precipitation,1273821856949,23
precipitation,1267235396651,99
precipitation,1356826681872,68
precipitation,1266377721906,26
precipitation,1347444866773,47
precipitation,1331430029852,91
precipitation,1342528364899,79
pressure,1360223618403,73
precipitation,1374166681934,68
precipitation,1407621558599,46
pressure,1333453622067,22
precipitation,1282948512781,49
