id-señal,timestamp-lectura,valor-lectura
temperature,1274624287898,57
precipitation,1348445631461,42
pressure,1343484057114,70
precipitation,1363255269072,55
temperature,1270273475152,95
pressure,1310384470551,43
precipitation,1408024100917,3
humidity,1403959118227,7
pressure,1459958652084,16
precipitation,1268500372832,79
precipitation,1393967545967,95
humidity,1325236106027,40
precipitation,1326098556926,41
precipitation,1345583113897,90
precipitation,1322344612640,94
precipitation,1338925654590,65
pressure,1292776298143,82
precipitation,1350493765434,65
pressure,1367343850163,9
precipitation,1444267810719,68
pressure,1396385890998,30
precipitation,1370822323277,2
pressure,1307441018143,39
temperature,1288270787258,86
pressure,1456546340385,14
temperature,1329674900803,35
pressure,1423903911237,99
humidity,1288118847793,17
pressure,1308090169596,29
pressure,1367025742031,16
precipitation,1416129269115,92
precipitation,1436497497487,20
temperature,1358090485452,41
humidity,1282478231772,76
pressure,1268682532236,10
precipitation,1266090859560,65
precipitation,1412680088508,15
precipitation,1333264844967,48
pressure,1360606879209,61
precipitation,1379411087826,67
pressure,1346894998232,39
temperature,1439401858348,4
pressure,1456947200326,70
precipitation,1445164612266,43
precipitation,1432087328497,24
pressure,1269357663342,34
temperature,1377150778426,97
precipitation,1416131975049,34
temperature,1307373162536,24
precipitation,1456692694096,91
pressure,1374429358432,45
humidity,1337967749876,49
precipitation,1332534319926,69
pressure,1361980033438,12
temperature,1355571985263,81
precipitation,1376667747460,56
precipitation,1356663111524,31
pressure,1450939496937,11
precipitation,1436496534675,60
temperature,1365377408838,25
pressure,1349385640051,64
pressure,1350794610942,89
precipitation,1416305877063,10
precipitation,1363805992634,47
pressure,1329371938964,65
pressure,1438409830677,26
precipitation,1388434278668,15
precipitation,1291416644359,83
pressure,1308592059979,40
precipitation,1373469614606,48
