id-señal,timestamp-lectura,valor-lectura
precipitation,1380495218027,66
temperature,1267121404637,98
pressure,1438365129896,37
pressure,1451998320507,45
precipitation,1351160064302,48
humidity,1297829885118,47
pressure,1441147251459,67
precipitation,1449113243815,5
pressure,1291031844347,3
pressure,1422988670033,60
pressure,1434343937331,79
precipitation,1368192138443,18
temperature,1419816648394,27
temperature,1334566721920,22
precipitation,1280095513667,75
precipitation,1273835204071,73
humidity,1283077279298,73
temperature,1385005287293,9
humidity,1342943188713,53
precipitation,1462452805602,45
pressure,1440484034158,96
temperature,1406297489734,56
pressure,1366845256013,99
pressure,1271098135635,66
precipitation,1341978008387,77
pressure,1278867357547,68
precipitation,1393481343069,96
precipitation,1423943975300,23
pressure,1413666440597,50
precipitation,1333846582472,48
precipitation,1387629946847,77
pressure,1454598082134,8
pressure,1415325439145,64
precipitation,1312620191859,27
precipitation,1425707381421,75
precipitation,1418393293412,61
precipitation,1383122531818,59
humidity,1449266464580,34
temperature,1393697369583,69
temperature,1327485364306,75
pressure,1363751589560,91
precipitation,1459752535665,49
precipitation,1422040317096,81
precipitation,1359998895141,66
precipitation,1439135014441,76
temperature,1294351996726,45
pressure,1307077762844,59
precipitation,1441077768490,30
humidity,1298049848333,96
pressure,1396012001100,70
humidity,1310009748702,94
humidity,1405004160695,92
temperature,1438825018396,73
precipitation,1348289251454,10
pressure,1433624468280,67
precipitation,1376678048119,54
pressure,1277545714147,34
pressure,1382205588026,62
precipitation,1298114559591,23
temperature,1309297712950,5
humidity,1296675177615,6
precipitation,1424392253391,16
precipitation,1330574215463,100
precipitation,1418535261194,73
humidity,1301564316941,98
pressure,1444650773331,37
precipitation,1316644745244,75
pressure,1305443190923,40
humidity,1280710763855,1
humidity,1456029093266,77
precipitation,1460800824751,69
precipitation,1294715121172,9
temperature,1396200727539,60
precipitation,1460221310567,41
temperature,1360913110131,90
precipitation,1305489968425,9
humidity,1434537815876,47
precipitation,1346912208509,60
precipitation,1431549839446,11
precipitation,1415757636653,96
temperature,1325856834599,61
humidity,1462207813863,27
precipitation,1425137196465,74
precipitation,1342057394566,92
temperature,1423220431106,11
pressure,1401172469340,30
humidity,1437597847825,57
humidity,1295556367327,20
precipitation,1437722095562,51
pressure,1366086486950,77
precipitation,1372960853955,54
temperature,1316607021239,29
precipitation,1322440783009,23
pressure,1414212827060,11
precipitation,1329789706338,43
precipitation,1347326280853,97
pressure,1404454528768,49
humidity,1393531457935,28
precipitation,1299535732941,5
precipitation,1429229431747,48
precipitation,1439412540531,64
pressure,1345057069135,24
precipitation,1349069764898,52
pressure,1400270260144,59
pressure,1379881542059,31
precipitation,1266918046813,84
precipitation,1378720165018,44
pressure,1448506150119,16
pressure,1285734110718,10
pressure,1424149998685,53
pressure,1348317774751,29
precipitation,1341843394102,5
humidity,1281338372153,21
precipitation,1431920444998,84
precipitation,1307614244829,92
humidity,1433438235886,84
precipitation,1391973429931,94
pressure,1447716697792,39
humidity,1458018078325,11
precipitation,1415600174223,42
humidity,1277577449517,12
precipitation,1270578521418,69
precipitation,1347751822015,2
