id-señal,timestamp-lectura,valor-lectura
humidity,1463966619192,6
precipitation,1463967215415,39
precipitation,1464001251650,49
pressure,1463972953568,10
pressure,1463977383714,40
pressure,1464027498906,51
humidity,1464007317966,86
precipitation,1464029848789,7
precipitation,1463979186231,3
temperature,1463977729070,57
humidity,1463970263161,49
precipitation,1463957330151,96
precipitation,1463978508250,9
pressure,1464010426245,30
pressure,1464000633569,56
pressure,1463979987304,19
precipitation,1464017010428,97
pressure,1463959964701,36
precipitation,1464018411910,34
precipitation,1464008559659,13
pressure,1463996480678,82
precipitation,1464009591662,79
precipitation,1464021371945,19
humidity,1464015396000,40
precipitation,1463993498916,77
precipitation,1463994928238,64
pressure,1464027193882,47
precipitation,1464006826028,5
temperature,1464006227234,32
temperature,1464009142805,80
precipitation,1463995703320,58
precipitation,1464023874953,83
pressure,1464020710679,32
precipitation,1464002512329,85
precipitation,1464018801746,8
humidity,1463993207618,83
humidity,1464018274705,21
precipitation,1464018320611,36
precipitation,1463964334699,24
precipitation,1464035279626,45
pressure,1464019288925,44
humidity,1464038636504,17
precipitation,1463957818805,14
precipitation,1463980640192,86
temperature,1464015031583,61
temperature,1464035424654,98
precipitation,1463992776971,23
pressure,1464036357925,18
precipitation,1463984657526,75
pressure,1464037063205,48
