id-señal,timestamp-lectura,valor-lectura
humidity,1464190505702,88
pressure,1464182439808,86
precipitation,1464130783742,37
precipitation,1464207900962,7
precipitation,1464205184848,29
pressure,1464212379956,12
temperature,1464205767206,33
humidity,1464137372420,92
temperature,1464132646498,44
precipitation,1464147899921,80
pressure,1464204070605,11
precipitation,1464130885429,92
precipitation,1464143539629,64
precipitation,1464139773883,73
humidity,1464154620482,45
temperature,1464202163956,2
humidity,1464172364365,41
humidity,1464198945417,71
humidity,1464168235333,49
precipitation,1464180065795,66
precipitation,1464178566753,73
humidity,1464175465157,51
precipitation,1464157556975,53
temperature,1464202558012,25
pressure,1464170461534,90
precipitation,1464149652173,35
precipitation,1464164892229,90
humidity,1464212321453,73
precipitation,1464140061128,27
precipitation,1464186334135,37
precipitation,1464194321562,40
pressure,1464134801722,13
precipitation,1464169206789,34
precipitation,1464194173505,45
precipitation,1464203643198,47
temperature,1464175350247,94
precipitation,1464181507872,7
precipitation,1464149098552,33
pressure,1464145352423,43
precipitation,1464140663255,82
precipitation,1464194804673,85
precipitation,1464167599130,51
precipitation,1464166767443,43
temperature,1464165548314,6
humidity,1464179721965,58
precipitation,1464212826781,26
precipitation,1464139125040,17
pressure,1464191481506,71
precipitation,1464147127152,42
precipitation,1464207039652,66
pressure,1464167850246,45
precipitation,1464160767215,60
pressure,1464140859362,34
humidity,1464128113724,75
precipitation,1464192839358,21
pressure,1464161515210,29
precipitation,1464184556453,66
precipitation,1464171040106,16
precipitation,1464204278617,94
humidity,1464165618576,57
precipitation,1464187968001,17
precipitation,1464141141441,70
precipitation,1464169548347,8
precipitation,1464174986132,5
precipitation,1464150845083,52
humidity,1464207987478,92
precipitation,1464167885537,42
precipitation,1464183926431,37
pressure,1464164258763,88
pressure,1464208058956,84
temperature,1464163336183,9
precipitation,1464186247106,79
precipitation,1464167939644,38
precipitation,1464201883550,61
pressure,1464193652944,31
precipitation,1464129257696,100
precipitation,1464160020684,11
precipitation,1464180812484,100
precipitation,1464181546075,27
precipitation,1464148897094,66
precipitation,1464138835046,73
temperature,1464143843966,7
pressure,1464154474957,2
pressure,1464204286766,44
temperature,1464186069671,17
precipitation,1464146965852,47
precipitation,1464161671292,18
precipitation,1464151128317,17
precipitation,1464192237783,16
humidity,1464176134506,86
pressure,1464196182136,89
humidity,1464168491623,59
pressure,1464192415519,31
pressure,1464185759937,65
precipitation,1464149912509,58
temperature,1464212480494,82
precipitation,1464176449962,100
precipitation,1464184654822,56
precipitation,1464210990398,81
humidity,1464172196404,98
