id-señal,timestamp-lectura,valor-lectura
precipitation,1464036793498,33
humidity,1463982570613,94
pressure,1464040427559,89
precipitation,1463982162149,13
precipitation,1463980261487,77
temperature,1464002350575,64
precipitation,1464030760407,56
pressure,1463986422567,5
precipitation,1464035992469,99
pressure,1464040644971,80
precipitation,1464028515732,82
humidity,1463996126747,15
pressure,1464020938808,80
temperature,1464024575796,58
precipitation,1463988524691,43
temperature,1463977318225,97
pressure,1464039405652,81
humidity,1464010204251,35
pressure,1464003748681,5
pressure,1463969340284,6
precipitation,1464004946058,70
precipitation,1464039644803,86
pressure,1463984461620,4
pressure,1463994367285,54
precipitation,1464025334671,5
temperature,1463974340021,84
precipitation,1463985742742,83
temperature,1463996426566,50
precipitation,1463961504950,71
humidity,1463963112176,81
precipitation,1463958016978,63
precipitation,1463983801445,38
precipitation,1463982270153,48
precipitation,1463993268972,2
precipitation,1463974795981,98
humidity,1463967325576,14
precipitation,1463997118457,10
precipitation,1464029927220,49
precipitation,1463985027112,1
pressure,1463979208657,74
precipitation,1463970587062,78
precipitation,1463962635240,45
precipitation,1463971351991,17
pressure,1463963037707,49
temperature,1464007824549,44
temperature,1463972596625,50
precipitation,1463975860058,90
precipitation,1463989932593,23
precipitation,1464007528726,49
temperature,1464014282339,99
pressure,1464011918740,57
pressure,1463988632470,51
precipitation,1464010190690,63
temperature,1464024912990,61
precipitation,1463980698092,69
precipitation,1464031330253,44
precipitation,1463998014768,2
precipitation,1463967915234,45
precipitation,1463959556099,67
pressure,1464026580895,15
pressure,1463962226343,9
pressure,1463972850208,46
pressure,1464007189142,55
precipitation,1463984239711,25
temperature,1463960854014,72
precipitation,1463973304331,92
precipitation,1463955493896,49
precipitation,1464040254974,35
pressure,1463959791742,81
humidity,1464008836205,86
precipitation,1463990880180,62
temperature,1464014877447,73
precipitation,1463980601283,75
humidity,1463955453983,20
temperature,1464029678429,45
precipitation,1464028960620,69
pressure,1463999929843,17
pressure,1463965880308,55
precipitation,1463963734703,85
humidity,1464038967912,93
precipitation,1464008019380,9
precipitation,1463976069137,37
precipitation,1464008150231,44
precipitation,1464003062304,5
temperature,1464005458705,43
precipitation,1464007456647,72
precipitation,1464006166211,5
precipitation,1463994520745,95
precipitation,1463984778823,96
pressure,1464029156892,21
pressure,1463986323842,99
pressure,1464007720162,66
pressure,1463971264261,53
temperature,1463958405588,81
humidity,1463983028568,93
precipitation,1464023684498,40
humidity,1463983292794,3
humidity,1463965749928,63
temperature,1464005714277,78
pressure,1463992924469,93
precipitation,1464028003560,10
pressure,1463973131709,13
precipitation,1463997603558,69
precipitation,1464002097338,87
precipitation,1463966893859,31
temperature,1463954403056,39
humidity,1463996448176,63
precipitation,1464021058062,27
precipitation,1463981192809,21
precipitation,1463989255963,12
precipitation,1463954714123,86
temperature,1464003834281,4
temperature,1463983770519,95
pressure,1464018878285,46
humidity,1463973973354,40
precipitation,1463964576364,86
precipitation,1464011662262,13
precipitation,1464035269197,39
temperature,1463965664201,10
precipitation,1463993752354,65
humidity,1464002393041,52
precipitation,1464003005404,65
pressure,1464031198020,71
precipitation,1463962422054,94
precipitation,1463961812746,47
humidity,1463958784043,66
humidity,1463962602157,30
temperature,1464014279870,88
humidity,1464040278045,79
precipitation,1463993039080,24
precipitation,1464021126056,30
pressure,1463980612633,56
pressure,1463986688651,12
precipitation,1464028935878,64
precipitation,1464005157283,46
humidity,1464024375796,1
precipitation,1463964700918,4
pressure,1463957886407,31
precipitation,1464017437877,24
precipitation,1464039764460,44
temperature,1463976163778,38
temperature,1463975929304,89
precipitation,1463972709931,45
humidity,1463976745236,35
precipitation,1463975664831,97
